age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
31,Employed,8.9,56362,557,7.8,1138,5181,0,1,0,Personal Loan,Debt Consolidation,75000,16.6,0.092,1.331,0.444,0
18,Employed,0.0,21883,585,1.8,108,8914,1,2,0,Personal Loan,Home Improvement,7300,15.06,0.407,0.334,0.111,0
38,Employed,10.6,68959,604,3.1,1156,15337,0,1,0,Personal Loan,Personal,23100,14.13,0.222,0.335,0.112,1
36,Self-Employed,7.6,53010,556,15.1,870,16505,0,3,0,Personal Loan,Personal,58300,15.84,0.311,1.1,0.367,0
38,Student,1.7,18375,641,5.7,167,1120,0,0,0,Personal Loan,Medical,28100,14.66,0.061,1.529,0.51,0
18,Self-Employed,1.0,108732,582,1.4,560,18510,0,0,1,Personal Loan,Personal,100000,15.66,0.17,0.92,0.307,0
30,Employed,3.8,65076,578,1.8,119,20160,0,0,0,Personal Loan,Home Improvement,100000,15.03,0.31,1.537,0.512,0
31,Employed,0.1,56070,724,9.0,650,21512,0,0,0,Personal Loan,Business,88900,10.62,0.384,1.586,0.529,0
29,Self-Employed,1.6,82174,657,1.1,155,24687,0,0,0,Personal Loan,Education,83500,12.94,0.3,1.016,0.339,1
38,Self-Employed,15.6,72215,619,7.0,3346,8234,0,3,0,Personal Loan,Business,60600,14.61,0.114,0.839,0.28,0
37,Employed,12.7,39894,665,10.1,1020,14676,1,2,0,Personal Loan,Medical,59600,11.18,0.368,1.494,0.498,0
37,Student,0.9,25450,607,17.1,1728,11199,0,0,1,Personal Loan,Education,37100,14.3,0.44,1.458,0.486,0
18,Employed,0.0,15000,590,0.7,8,8106,0,4,0,Personal Loan,Home Improvement,14500,15.02,0.54,0.967,0.322,0
18,Employed,0.0,28103,497,1.1,10,6033,0,1,0,Personal Loan,Medical,7800,16.9,0.215,0.278,0.093,0
52,Self-Employed,5.9,80259,694,28.3,3356,8469,0,1,0,Personal Loan,Debt Consolidation,100000,12.22,0.106,1.246,0.415,1
40,Student,0.9,37847,646,16.6,628,4132,0,1,0,Personal Loan,Business,8200,13.58,0.109,0.217,0.072,1
39,Employed,18.1,47036,665,13.8,109,2977,0,0,0,Personal Loan,Medical,89200,11.82,0.063,1.896,0.632,1
35,Employed,10.2,57179,617,0.5,208,7312,0,0,0,Personal Loan,Home Improvement,68300,14.66,0.128,1.194,0.398,0
31,Employed,7.1,133119,612,4.0,3711,33415,0,5,1,Personal Loan,Personal,54700,13.45,0.251,0.411,0.137,0
29,Employed,6.8,28240,624,3.7,30,4058,0,0,0,Personal Loan,Home Improvement,47300,13.05,0.144,1.675,0.558,1
18,Employed,0.0,25448,653,0.5,17,9828,0,0,0,Personal Loan,Debt Consolidation,14700,12.69,0.386,0.578,0.193,0
44,Employed,19.5,22197,651,20.2,1350,7100,0,0,0,Personal Loan,Home Improvement,13000,11.21,0.32,0.586,0.195,1
61,Employed,8.4,152640,695,2.7,4057,28761,0,1,0,Personal Loan,Business,100000,12.42,0.188,0.655,0.218,0
39,Employed,9.9,31129,692,18.8,15607,3750,0,0,0,Personal Loan,Home Improvement,30600,11.71,0.12,0.983,0.328,1
35,Student,1.8,53558,822,5.4,3300,6581,0,0,0,Personal Loan,Debt Consolidation,80100,8.32,0.123,1.496,0.499,1
34,Employed,1.2,32487,618,6.5,332,8265,0,0,0,Personal Loan,Education,64400,13.81,0.254,1.982,0.661,1
45,Employed,25.3,25970,726,19.8,149,7745,0,0,0,Personal Loan,Personal,44800,10.19,0.298,1.725,0.575,1
23,Self-Employed,1.0,61194,574,2.2,115,13589,0,2,1,Personal Loan,Personal,100000,15.04,0.222,1.634,0.545,0
25,Employed,6.2,70345,603,1.6,258,31581,0,0,0,Personal Loan,Home Improvement,100000,13.91,0.449,1.422,0.474,0
57,Employed,20.6,39580,801,16.1,6831,4841,0,0,0,Personal Loan,Medical,69800,8.72,0.122,1.764,0.588,1
44,Self-Employed,14.4,69161,645,25.2,1692,24862,0,0,0,Personal Loan,Education,13600,14.98,0.359,0.197,0.066,1
50,Self-Employed,14.7,53565,583,12.6,1730,5838,0,0,2,Personal Loan,Home Improvement,42100,16.77,0.109,0.786,0.262,0
27,Employed,0.8,23224,743,5.3,3575,6815,0,0,0,Personal Loan,Business,37800,10.27,0.293,1.628,0.543,0
35,Employed,12.5,104867,655,2.4,543,38382,0,2,0,Personal Loan,Personal,51400,12.43,0.366,0.49,0.163,1
40,Employed,3.6,34916,548,3.9,18,7740,1,0,0,Personal Loan,Home Improvement,59100,16.58,0.222,1.693,0.564,0
20,Self-Employed,1.0,54369,624,1.9,45,9832,0,0,0,Personal Loan,Home Improvement,93800,13.49,0.181,1.725,0.575,0
37,Employed,4.4,161743,803,17.8,111,58430,0,0,0,Personal Loan,Home Improvement,100000,8.76,0.361,0.618,0.206,1
18,Employed,0.0,18628,703,1.0,29,5225,0,1,0,Personal Loan,Medical,24400,10.19,0.28,1.31,0.437,1
25,Employed,5.3,21413,649,0.6,188,7682,0,1,0,Personal Loan,Education,30600,13.52,0.359,1.429,0.476,1
43,Self-Employed,15.7,39140,675,0.8,12,9668,0,0,0,Personal Loan,Business,50100,11.45,0.247,1.28,0.427,0
33,Employed,7.8,15000,814,11.5,2667,9316,0,0,0,Personal Loan,Personal,13100,9.53,0.621,0.873,0.291,0
56,Employed,34.8,95425,693,0.5,378,23386,0,1,0,Personal Loan,Personal,43000,12.2,0.245,0.451,0.15,1
30,Employed,9.4,23167,662,11.5,2609,484,0,0,0,Personal Loan,Personal,15800,11.22,0.021,0.682,0.227,1
32,Employed,0.5,56923,713,8.6,14123,10583,0,0,0,Personal Loan,Education,90000,9.92,0.186,1.581,0.527,1
33,Employed,4.7,32004,585,14.8,1766,5831,0,2,0,Personal Loan,Debt Consolidation,52500,16.48,0.182,1.64,0.547,0
19,Employed,0.6,23416,589,1.9,9,6651,0,0,1,Personal Loan,Home Improvement,8800,16.98,0.284,0.376,0.125,0
45,Employed,25.1,36038,656,25.8,1965,16333,0,0,0,Personal Loan,Medical,23900,11.6,0.453,0.663,0.221,1
26,Self-Employed,3.8,70348,582,0.9,130,11602,0,0,0,Personal Loan,Personal,48200,16.41,0.165,0.685,0.228,0
29,Employed,4.8,26503,581,11.0,38,2212,0,0,1,Personal Loan,Home Improvement,31400,16.61,0.083,1.185,0.395,0
27,Employed,0.4,74567,688,1.3,433,10386,0,0,0,Personal Loan,Business,64400,12.88,0.139,0.864,0.288,0
18,Self-Employed,1.0,58236,502,1.1,151,32480,0,0,1,Personal Loan,Medical,78700,16.05,0.558,1.351,0.45,0
52,Self-Employed,27.4,34779,695,3.3,830,18615,0,0,0,Personal Loan,Debt Consolidation,37800,11.58,0.535,1.087,0.362,0
27,Self-Employed,2.5,56007,620,2.0,148,20181,0,1,0,Personal Loan,Business,1300,13.89,0.36,0.023,0.008,0
43,Employed,6.8,46982,624,5.3,1845,6643,0,1,0,Personal Loan,Personal,31500,13.22,0.141,0.67,0.223,1
18,Employed,0.0,15000,555,0.6,32,4946,0,0,1,Personal Loan,Personal,29100,16.1,0.33,1.94,0.647,0
47,Self-Employed,18.0,43224,718,6.7,904,11050,0,0,1,Personal Loan,Education,28400,10.66,0.256,0.657,0.219,1
45,Employed,18.3,48400,590,22.1,7430,7459,0,2,0,Personal Loan,Personal,17000,15.55,0.154,0.351,0.117,0
37,Employed,9.1,61966,552,14.7,1054,23590,0,0,0,Personal Loan,Home Improvement,100000,15.36,0.381,1.614,0.538,0
41,Self-Employed,15.4,71421,638,12.8,2243,13313,0,0,0,Personal Loan,Home Improvement,71000,13.52,0.186,0.994,0.331,1
21,Employed,1.0,28076,507,1.1,62,10494,0,3,1,Personal Loan,Home Improvement,48500,15.68,0.374,1.727,0.576,0
25,Employed,2.2,19272,597,2.3,62,12004,0,0,0,Personal Loan,Home Improvement,27300,16.1,0.623,1.417,0.472,0
33,Self-Employed,5.7,48074,590,0.3,110,13474,0,0,0,Personal Loan,Education,7900,16.41,0.28,0.164,0.055,1
25,Employed,6.7,66193,621,5.4,203,18597,0,0,0,Personal Loan,Medical,11200,13.53,0.281,0.169,0.056,1
43,Self-Employed,8.5,59877,577,23.1,8665,10632,0,2,1,Personal Loan,Medical,34200,15.51,0.178,0.571,0.19,0
18,Employed,0.0,33198,608,0.4,5,11095,0,2,0,Personal Loan,Personal,63400,13.74,0.334,1.91,0.637,0
51,Self-Employed,8.1,45974,804,28.5,3639,3877,0,1,0,Personal Loan,Personal,80600,9.98,0.084,1.753,0.584,1
28,Employed,7.4,24716,621,3.5,2517,11644,0,0,0,Personal Loan,Debt Consolidation,47200,14.64,0.471,1.91,0.637,0
18,Employed,0.0,17707,692,1.0,57,11448,0,0,0,Personal Loan,Education,30300,11.07,0.647,1.711,0.57,0
35,Employed,15.6,15000,619,16.8,80,761,0,3,0,Personal Loan,Personal,2200,14.55,0.051,0.147,0.049,0
25,Self-Employed,2.8,67960,654,6.6,1624,25782,0,0,1,Personal Loan,Business,100000,11.33,0.379,1.471,0.49,0
55,Employed,28.9,79167,740,18.1,294,30501,0,0,0,Personal Loan,Personal,7300,9.69,0.385,0.092,0.031,1
44,Employed,5.7,29347,765,6.1,75,8240,0,0,0,Personal Loan,Personal,18300,8.11,0.281,0.624,0.208,1
43,Employed,0.8,20683,658,14.4,97,950,1,2,0,Personal Loan,Home Improvement,18900,12.55,0.046,0.914,0.305,0
38,Employed,12.4,30640,539,16.2,214,4454,0,1,1,Personal Loan,Home Improvement,24900,15.97,0.145,0.813,0.271,0
30,Employed,9.6,46854,590,2.7,2370,14056,1,2,0,Personal Loan,Education,27200,15.42,0.3,0.581,0.194,0
33,Employed,3.4,57318,730,8.3,330,2227,0,1,0,Personal Loan,Business,5200,9.52,0.039,0.091,0.03,1
35,Employed,11.9,34731,673,6.7,129,13741,0,0,0,Personal Loan,Home Improvement,25000,11.32,0.396,0.72,0.24,1
38,Student,1.5,15000,657,11.2,127,1319,0,0,0,Personal Loan,Personal,4100,12.77,0.088,0.273,0.091,1
56,Self-Employed,26.4,68334,750,5.8,2213,18140,0,0,0,Personal Loan,Personal,100000,9.34,0.265,1.463,0.488,1
44,Employed,16.3,63685,716,6.7,915,9926,0,0,0,Personal Loan,Debt Consolidation,42800,10.43,0.156,0.672,0.224,1
34,Employed,2.9,93152,679,9.9,6275,26786,0,0,0,Personal Loan,Business,96200,12.1,0.288,1.033,0.344,1
32,Self-Employed,1.5,55583,631,8.6,3301,7851,0,0,0,Personal Loan,Education,51500,13.42,0.141,0.927,0.309,1
29,Employed,2.1,37643,661,2.3,156,2362,0,0,0,Personal Loan,Medical,63700,11.63,0.063,1.692,0.564,1
39,Student,1.2,21794,612,6.5,2334,5450,0,1,0,Personal Loan,Personal,11100,13.9,0.25,0.509,0.17,1
29,Self-Employed,3.8,100523,623,7.8,2771,4954,0,1,0,Personal Loan,Home Improvement,100000,14.79,0.049,0.995,0.332,1
36,Student,2.0,15000,579,10.6,137,1575,0,1,0,Personal Loan,Debt Consolidation,14300,15.14,0.105,0.953,0.318,0
21,Employed,2.0,15000,680,1.5,22,4887,1,2,0,Personal Loan,Personal,11600,12.95,0.326,0.773,0.258,0
27,Employed,1.0,19753,693,6.3,133,3486,0,0,0,Personal Loan,Education,34500,11.5,0.176,1.747,0.582,1
40,Self-Employed,17.1,34819,683,7.6,220,18649,0,0,0,Personal Loan,Medical,54800,11.52,0.536,1.574,0.525,0
43,Self-Employed,14.7,69517,620,5.7,4542,16106,0,0,0,Personal Loan,Medical,100000,13.37,0.232,1.438,0.479,0
28,Employed,4.3,37186,547,5.1,24,8499,0,0,0,Personal Loan,Education,10500,15.47,0.229,0.282,0.094,1
24,Self-Employed,1.7,37243,648,2.2,217,11329,0,1,0,Personal Loan,Debt Consolidation,40200,13.74,0.304,1.079,0.36,0
38,Employed,10.7,87126,604,10.2,9476,18026,0,0,0,Personal Loan,Debt Consolidation,90200,14.15,0.207,1.035,0.345,0
42,Employed,21.5,31686,708,16.6,1722,4604,0,0,0,Personal Loan,Education,63300,10.43,0.145,1.998,0.666,1
18,Employed,0.0,15000,589,1.2,174,6296,0,0,1,Personal Loan,Education,28000,15.79,0.42,1.867,0.622,0
35,Employed,5.8,112766,752,8.0,1425,43736,0,0,0,Personal Loan,Medical,88600,8.49,0.388,0.786,0.262,1
40,Employed,19.5,47730,592,18.7,8112,9897,0,0,0,Personal Loan,Education,6600,15.34,0.207,0.138,0.046,1
32,Student,1.3,24245,595,4.2,107,7325,0,0,0,Personal Loan,Business,10400,16.17,0.302,0.429,0.143,0
40,Student,1.5,15000,731,14.3,90,8080,0,0,0,Personal Loan,Personal,6900,10.28,0.539,0.46,0.153,1
18,Employed,0.0,34895,549,1.0,30,2601,0,1,1,Personal Loan,Medical,11500,15.11,0.075,0.33,0.11,0
27,Employed,5.1,37325,681,6.1,692,18732,0,1,0,Personal Loan,Personal,40500,12.91,0.502,1.085,0.362,0
42,Employed,6.5,42830,563,15.5,1972,18119,0,0,0,Personal Loan,Medical,29300,15.76,0.423,0.684,0.228,0
43,Employed,8.9,47236,684,3.0,802,11962,0,0,0,Personal Loan,Debt Consolidation,77300,11.23,0.253,1.636,0.545,0
40,Self-Employed,12.1,137251,729,13.5,42544,20960,0,0,0,Personal Loan,Personal,16300,10.74,0.153,0.119,0.04,1
39,Self-Employed,13.1,82544,724,8.1,8954,18482,0,0,0,Personal Loan,Medical,3900,9.85,0.224,0.047,0.016,1
18,Employed,0.0,15000,651,1.0,77,2710,0,0,0,Personal Loan,Medical,14700,12.39,0.181,0.98,0.327,0
22,Employed,0.1,28649,591,2.1,64,12094,1,2,0,Personal Loan,Medical,23100,16.77,0.422,0.806,0.269,0
32,Employed,5.2,38541,667,10.5,298,13919,1,3,0,Personal Loan,Business,33600,11.33,0.361,0.872,0.291,0
36,Employed,16.2,32487,727,10.4,2568,20022,0,0,0,Personal Loan,Personal,17700,10.28,0.616,0.545,0.182,0
33,Self-Employed,5.4,21773,589,1.4,558,7596,0,0,2,Personal Loan,Education,31000,15.51,0.349,1.424,0.475,0
32,Student,0.0,20802,553,11.3,997,4676,1,0,1,Personal Loan,Medical,2500,16.59,0.225,0.12,0.04,0
22,Employed,2.0,32494,626,0.5,306,19792,0,1,0,Personal Loan,Debt Consolidation,56800,14.19,0.609,1.748,0.583,0
38,Employed,16.6,85421,669,0.2,19,7794,0,0,0,Personal Loan,Education,58700,12.54,0.091,0.687,0.229,1
24,Employed,1.0,34386,685,3.4,1499,13748,0,0,1,Personal Loan,Medical,62400,12.18,0.4,1.815,0.605,0
18,Employed,0.0,34720,630,1.6,374,11336,0,1,0,Personal Loan,Education,55800,14.55,0.326,1.607,0.536,0
34,Student,0.4,15000,592,15.2,20,3460,1,2,0,Personal Loan,Medical,14800,15.21,0.231,0.987,0.329,0
32,Student,0.8,31059,581,6.8,329,117,0,1,0,Personal Loan,Personal,17100,16.63,0.004,0.551,0.184,0
34,Employed,15.6,48083,727,4.8,16905,14519,0,0,0,Personal Loan,Business,95800,10.97,0.302,1.992,0.664,1
33,Employed,3.5,40915,548,5.9,23,10515,0,0,2,Personal Loan,Home Improvement,48900,16.91,0.257,1.195,0.398,0
42,Self-Employed,14.8,144320,640,6.2,2668,35076,0,1,0,Personal Loan,Education,100000,14.32,0.243,0.693,0.231,1
18,Employed,0.0,28212,642,0.7,10,3775,0,1,0,Personal Loan,Education,49600,13.48,0.134,1.758,0.586,0
30,Employed,4.1,41345,566,1.0,43,22280,0,1,0,Personal Loan,Education,80800,16.09,0.539,1.954,0.651,0
36,Employed,9.7,40751,631,7.2,1188,17554,0,0,0,Personal Loan,Personal,40400,14.27,0.431,0.991,0.33,1
32,Employed,0.0,30319,628,13.1,1322,10206,0,0,0,Personal Loan,Education,21300,14.5,0.337,0.703,0.234,1
39,Employed,4.2,22955,706,13.1,501,3046,0,3,0,Personal Loan,Business,44200,9.6,0.133,1.926,0.642,0
33,Employed,11.4,37756,690,7.9,472,17462,0,0,0,Personal Loan,Education,18700,12.6,0.462,0.495,0.165,1
51,Employed,4.9,41424,683,17.5,37239,9776,0,0,0,Personal Loan,Education,23900,12.87,0.236,0.577,0.192,1
28,Employed,8.1,28113,724,1.6,706,12019,0,0,0,Personal Loan,Business,37500,11.29,0.428,1.334,0.445,1
50,Employed,26.1,78559,649,3.5,918,21016,0,0,0,Personal Loan,Medical,20200,14.78,0.268,0.257,0.086,1
20,Employed,1.2,41542,544,0.6,143,9331,0,0,1,Personal Loan,Medical,17100,15.24,0.225,0.412,0.137,0
48,Employed,11.1,78703,598,14.9,11050,44410,0,1,0,Personal Loan,Education,100000,15.01,0.564,1.271,0.424,0
26,Self-Employed,1.6,18609,563,2.8,85,6397,0,2,0,Personal Loan,Education,23700,15.28,0.344,1.274,0.425,0
46,Employed,8.4,89798,616,5.6,5796,25908,0,0,0,Personal Loan,Personal,93000,13.13,0.289,1.036,0.345,1
45,Self-Employed,17.4,52253,633,1.5,482,9089,0,2,0,Personal Loan,Medical,16000,13.72,0.174,0.306,0.102,0
28,Self-Employed,3.0,116900,649,3.9,222,27652,0,1,0,Personal Loan,Education,100000,14.88,0.237,0.855,0.285,1
33,Employed,12.7,31194,747,14.3,1000,4689,0,0,0,Personal Loan,Home Improvement,15200,9.98,0.15,0.487,0.162,1
45,Self-Employed,19.5,18776,549,3.9,366,1399,0,0,0,Personal Loan,Business,20900,15.02,0.075,1.113,0.371,0
24,Employed,3.5,30425,625,4.5,2859,5594,0,0,0,Personal Loan,Personal,13900,13.38,0.184,0.457,0.152,1
45,Employed,14.5,160481,581,18.3,7321,39384,0,1,0,Personal Loan,Debt Consolidation,29700,16.48,0.245,0.185,0.062,0
27,Employed,4.7,15000,629,2.9,11,2267,0,1,0,Personal Loan,Personal,15300,14.76,0.151,1.02,0.34,0
46,Student,0.4,27427,624,21.3,42440,15886,0,4,0,Personal Loan,Home Improvement,19300,14.81,0.579,0.704,0.235,0
23,Employed,4.2,27659,705,3.7,478,8227,0,0,0,Personal Loan,Personal,29700,10.68,0.297,1.074,0.358,1
46,Self-Employed,10.6,51618,601,11.1,16505,21051,0,0,0,Personal Loan,Medical,87800,14.07,0.408,1.701,0.567,1
41,Employed,0.0,32529,548,16.6,1593,26023,0,0,0,Personal Loan,Personal,39700,16.35,0.8,1.22,0.407,0
18,Employed,0.0,28503,501,1.8,24,6302,1,2,0,Personal Loan,Business,38100,15.44,0.221,1.337,0.446,0
28,Self-Employed,4.3,52482,495,7.5,254,4520,0,1,0,Personal Loan,Home Improvement,75500,15.95,0.086,1.439,0.48,0
29,Employed,1.9,39355,639,3.5,34,2212,0,0,1,Personal Loan,Debt Consolidation,64800,14.46,0.056,1.647,0.549,0
37,Self-Employed,1.3,51648,621,1.1,169,7104,0,2,0,Personal Loan,Personal,10400,13.25,0.138,0.201,0.067,1
26,Employed,0.2,20567,591,5.8,5555,4804,0,0,0,Personal Loan,Business,14800,16.46,0.234,0.72,0.24,0
49,Student,0.9,15000,593,29.9,13419,1459,0,0,0,Personal Loan,Personal,25200,15.33,0.097,1.68,0.56,0
49,Self-Employed,12.5,53590,579,19.6,444,11050,0,0,0,Personal Loan,Home Improvement,37200,16.05,0.206,0.694,0.231,0
52,Employed,29.2,88211,630,7.7,989,52704,0,2,0,Personal Loan,Home Improvement,65100,13.18,0.597,0.738,0.246,0
53,Self-Employed,19.2,30731,587,14.6,9284,12965,0,2,1,Personal Loan,Personal,14900,16.0,0.422,0.485,0.162,0
42,Student,0.6,29630,608,11.0,853,6392,0,0,1,Personal Loan,Home Improvement,5300,13.48,0.216,0.179,0.06,1
40,Employed,19.6,136256,649,5.6,2855,33104,0,0,0,Personal Loan,Home Improvement,100000,14.4,0.243,0.734,0.245,1
49,Employed,20.2,69339,678,1.4,101,33540,0,0,0,Personal Loan,Personal,100000,11.46,0.484,1.442,0.481,0
26,Employed,8.0,56691,720,7.9,320,12293,0,0,0,Personal Loan,Home Improvement,56200,9.91,0.217,0.991,0.33,1
45,Employed,5.5,48885,665,10.8,83,23133,0,1,1,Personal Loan,Debt Consolidation,88000,11.18,0.473,1.8,0.6,0
48,Self-Employed,20.6,59808,692,25.8,120,5987,0,0,0,Personal Loan,Home Improvement,93300,12.46,0.1,1.56,0.52,1
32,Student,0.9,34854,610,9.0,1994,11868,0,2,0,Personal Loan,Personal,58000,14.89,0.341,1.664,0.555,0
22,Self-Employed,1.0,62633,607,0.6,135,11490,0,0,0,Personal Loan,Business,15200,14.29,0.183,0.243,0.081,0
27,Employed,4.9,56976,671,0.2,52,16230,0,0,0,Personal Loan,Home Improvement,15400,12.76,0.285,0.27,0.09,1
18,Employed,0.0,37518,632,0.9,1118,10033,0,1,0,Personal Loan,Personal,66300,13.79,0.267,1.767,0.589,0
43,Employed,11.2,61415,665,21.6,1232,8762,0,0,1,Personal Loan,Medical,100000,12.65,0.143,1.628,0.543,1
30,Self-Employed,5.7,22640,661,1.3,26,7309,0,0,0,Personal Loan,Personal,19800,11.42,0.323,0.875,0.292,1
20,Employed,1.0,38887,610,1.3,54,13506,0,1,0,Personal Loan,Business,34500,13.21,0.347,0.887,0.296,0
38,Self-Employed,8.6,55337,625,10.3,58,6968,0,2,0,Personal Loan,Personal,100000,14.96,0.126,1.807,0.602,0
50,Employed,2.9,102968,675,18.4,1160,20833,0,0,0,Personal Loan,Personal,73800,11.93,0.202,0.717,0.239,1
33,Employed,6.0,61815,600,6.2,2325,6721,0,1,0,Personal Loan,Personal,100000,13.68,0.109,1.618,0.539,1
18,Employed,0.0,24786,519,1.7,703,617,0,0,0,Personal Loan,Personal,43000,15.59,0.025,1.735,0.578,0
37,Employed,4.2,61896,582,5.9,2815,15751,0,1,0,Personal Loan,Education,100000,15.11,0.254,1.616,0.539,0
22,Employed,1.3,22200,633,2.3,32,5354,0,0,0,Personal Loan,Education,44000,14.82,0.241,1.982,0.661,0
31,Employed,3.1,26503,636,0.2,131,5620,0,0,0,Personal Loan,Business,39700,14.64,0.212,1.498,0.499,0
36,Employed,4.4,107049,639,14.9,2269,21746,1,0,0,Personal Loan,Medical,100000,14.44,0.203,0.934,0.311,0
36,Employed,1.1,65201,646,5.2,1520,31147,0,0,0,Personal Loan,Business,37500,13.45,0.478,0.575,0.192,0
43,Employed,22.2,28504,668,14.2,4616,16668,0,0,0,Personal Loan,Medical,44000,12.12,0.585,1.544,0.515,0
26,Self-Employed,1.6,29732,699,7.5,66,7053,0,1,0,Personal Loan,Personal,23500,11.45,0.237,0.79,0.263,1
27,Student,0.5,90657,612,2.3,1367,14148,0,6,0,Personal Loan,Home Improvement,100000,13.92,0.156,1.103,0.368,0
49,Self-Employed,20.2,48514,580,3.7,2588,14599,0,0,1,Personal Loan,Personal,72500,15.49,0.301,1.494,0.498,0
51,Self-Employed,10.0,54272,671,11.9,1991,13629,0,0,0,Personal Loan,Education,7500,11.76,0.251,0.138,0.046,1
30,Self-Employed,1.7,23512,581,9.5,1124,4799,1,2,0,Personal Loan,Business,41900,16.47,0.204,1.782,0.594,0
42,Employed,2.8,48285,668,14.0,2692,13117,0,0,0,Personal Loan,Education,54100,12.38,0.272,1.12,0.373,1
40,Employed,14.5,54201,607,17.9,2058,16471,0,1,0,Personal Loan,Medical,81800,13.91,0.304,1.509,0.503,0
25,Employed,4.7,20756,608,3.5,11,6379,0,0,0,Personal Loan,Medical,38700,14.31,0.307,1.865,0.622,0
39,Self-Employed,7.9,20700,710,5.1,1434,9462,0,1,0,Personal Loan,Business,7200,11.14,0.457,0.348,0.116,1
33,Employed,12.7,42323,659,6.9,4269,3717,0,0,0,Personal Loan,Debt Consolidation,79600,12.26,0.088,1.881,0.627,0
18,Self-Employed,1.0,99343,714,0.1,301,42128,0,0,0,Personal Loan,Personal,22400,9.64,0.424,0.225,0.075,1
64,Employed,9.0,55400,696,16.8,4467,20482,0,0,0,Personal Loan,Business,61800,12.21,0.37,1.116,0.372,0
39,Employed,16.4,53991,701,8.5,41767,6290,0,0,0,Personal Loan,Personal,85300,9.86,0.117,1.58,0.527,1
35,Employed,7.8,43866,563,11.6,6289,2528,0,2,1,Personal Loan,Debt Consolidation,65300,16.73,0.058,1.489,0.496,0
28,Employed,9.0,103021,719,7.1,2886,5137,0,0,0,Personal Loan,Debt Consolidation,56700,9.81,0.05,0.55,0.183,1
24,Employed,0.2,32320,564,4.8,317,6636,0,1,0,Personal Loan,Personal,42800,16.97,0.205,1.324,0.441,0
28,Self-Employed,2.8,51728,637,6.5,1426,17231,0,0,0,Personal Loan,Education,76300,13.48,0.333,1.475,0.492,1
35,Employed,8.2,28819,564,15.8,102,7359,0,1,0,Personal Loan,Business,48200,16.9,0.255,1.673,0.558,0
25,Self-Employed,1.5,48068,797,5.6,433,7921,0,0,0,Personal Loan,Home Improvement,62000,9.48,0.165,1.29,0.43,1
31,Employed,4.6,98282,702,9.8,2440,17632,0,0,0,Personal Loan,Medical,20100,9.58,0.179,0.205,0.068,1
45,Employed,6.4,63315,719,18.2,3217,19436,0,4,0,Personal Loan,Business,88000,11.32,0.307,1.39,0.463,0
51,Employed,30.3,58221,634,11.4,1140,13651,0,1,0,Personal Loan,Medical,28600,14.59,0.234,0.491,0.164,1
35,Student,1.4,31202,617,5.0,121,12319,0,1,0,Personal Loan,Home Improvement,43300,13.23,0.395,1.388,0.463,0
29,Employed,8.2,16420,578,7.9,310,1373,0,3,1,Personal Loan,Home Improvement,30800,15.86,0.084,1.876,0.625,0
32,Employed,1.9,26315,661,13.8,402,354,0,0,0,Personal Loan,Personal,4500,11.46,0.013,0.171,0.057,1
28,Employed,0.1,41329,633,5.3,1153,2510,0,1,0,Personal Loan,Business,51500,13.07,0.061,1.246,0.415,0
18,Employed,0.0,25491,612,1.3,55,2099,0,1,0,Personal Loan,Business,8600,13.68,0.082,0.337,0.112,0
41,Student,0.2,15000,743,14.6,1180,3667,0,0,0,Personal Loan,Medical,13700,11.08,0.244,0.913,0.304,1
24,Employed,2.4,39439,577,1.7,34,24822,1,1,0,Personal Loan,Debt Consolidation,23500,15.09,0.629,0.596,0.199,0
41,Employed,13.5,47132,616,22.6,23742,6093,0,2,0,Personal Loan,Business,79500,14.21,0.129,1.687,0.562,1
18,Student,1.2,17487,593,1.9,44,9754,0,0,0,Personal Loan,Business,30800,16.64,0.558,1.761,0.587,0
19,Student,1.3,15000,540,0.5,0,6468,0,1,1,Personal Loan,Medical,20900,16.51,0.431,1.393,0.464,0
18,Student,0.7,23743,651,0.9,18,2114,0,0,0,Personal Loan,Business,18100,12.67,0.089,0.762,0.254,0
18,Employed,0.0,23681,549,0.9,83,761,0,2,0,Personal Loan,Personal,9200,16.29,0.032,0.388,0.129,0
25,Self-Employed,2.5,73757,711,2.4,888,3438,0,0,0,Personal Loan,Debt Consolidation,26900,10.65,0.047,0.365,0.122,1
30,Employed,0.5,32416,638,9.7,228,2589,0,0,0,Personal Loan,Education,57900,13.18,0.08,1.786,0.595,0
37,Employed,18.4,34273,628,8.1,4178,8938,0,0,0,Personal Loan,Business,39800,14.69,0.261,1.161,0.387,0
31,Employed,10.1,25769,630,11.2,2229,11210,0,0,0,Personal Loan,Medical,23800,14.39,0.435,0.924,0.308,1
32,Student,1.8,17430,606,12.6,762,2364,0,0,0,Personal Loan,Debt Consolidation,12200,13.47,0.136,0.7,0.233,0
